date,max_rainall_in_day,no_of_rainy_days,total_rainfall,temp_mean_daily_min,year,month,mean_sunshine_hrs,mean_relative_humidity,wet_bulb_temperature
2009-03-01,56.3,19,223.3,24.1,2009,3,5.5,85.4,25.2
2009-04-01,86.6,12,183.7,25.4,2009,4,6.2,82.2,26.000694444444445
2009-05-01,41.3,17,198.6,25.3,2009,5,6.6,83.0,26.366666666666667
2009-06-01,5.8,8,21.8,26.2,2009,6,7.0,79.8,26.281666666666666
2009-07-01,24.4,16,161.0,25.3,2009,7,6.2,80.8,25.6002688172043
2009-08-01,35.5,12,177.8,25.6,2009,8,6.5,80.7,25.64354838709677
2009-09-01,63.0,13,109.6,25.5,2009,9,5.6,82.0,25.86611111111111
2009-10-01,38.4,15,133.4,25.2,2009,10,5.4,82.8,25.861424731182797
2009-11-01,61.4,23,281.8,24.8,2009,11,4.7,85.6,25.274583333333336
2009-12-01,42.6,18,189.8,24.6,2009,12,4.7,86.3,25.261693548387097
2010-01-01,24.5,10,69.5,24.4,2010,1,7.1,82.1,25.016397849462365
2010-02-01,2.9,4,6.3,25.5,2010,2,8.8,77.3,25.641964285714288
2010-03-01,57.6,11,238.0,25.1,2010,3,6.1,79.9,25.731989247311827
2010-04-01,40.0,18,158.5,25.0,2010,4,6.2,84.1,26.349444444444444
2010-05-01,90.5,17,157.5,25.9,2010,5,6.5,82.2,26.713575268817205
2010-06-01,43.0,19,240.5,25.2,2010,6,5.1,83.9,26.11875
2010-07-01,121.1,18,298.5,24.6,2010,7,4.6,84.8,25.6497311827957
2010-08-01,60.2,16,158.4,24.6,2010,8,5.4,84.2,25.741263440860216
2010-09-01,28.0,13,121.5,24.9,2010,9,5.7,82.5,25.610833333333332
2010-10-01,58.1,17,166.2,25.1,2010,10,4.2,82.3,25.80282258064516
2010-11-01,41.6,21,278.8,24.2,2010,11,5.0,85.9,25.448611111111113
2010-12-01,85.8,14,181.4,23.9,2010,12,3.6,85.3,24.836290322580645
2011-01-01,216.2,17,513.2,23.5,2011,1,4.5,85.8,24.433467741935484
2011-02-01,17.4,8,23.0,24.1,2011,2,7.5,81.1,24.69151785714286
2011-03-01,54.0,22,256.6,23.9,2011,3,4.6,85.5,25.072311827956987
2011-04-01,61.8,12,217.8,24.6,2011,4,7.2,83.9,25.689999999999998
2011-05-01,34.2,15,127.0,25.2,2011,5,5.9,85.3,26.479166666666668
2011-06-01,82.0,15,213.0,25.2,2011,6,5.0,83.7,26.13875
2011-07-01,30.0,7,76.6,25.5,2011,7,7.8,81.3,26.110483870967744
2011-08-01,30.2,13,81.4,25.6,2011,8,6.1,82.6,25.56048387096774
2011-09-01,40.4,14,136.4,25.1,2011,9,5.1,82.7,25.50986111111111
2011-10-01,54.0,20,216.8,24.7,2011,10,5.3,87.4,25.508198924731182
2011-11-01,78.6,24,377.8,24.6,2011,11,4.6,87.8,25.45347222222222
2011-12-01,87.4,21,284.6,24.5,2011,12,3.3,88.4,25.062634408602147
2012-01-01,26.2,16,106.1,24.3,2012,1,6.0,87.3,25.007930107526885
2012-02-01,38.4,11,83.6,24.8,2012,2,7.0,85.6,25.257183908045977
2012-03-01,92.3,21,313.4,24.4,2012,3,4.2,87.3,25.314247311827955
2012-04-01,48.4,20,260.6,24.8,2012,4,5.8,85.1,25.57111111111111
2012-05-01,79.2,19,292.0,24.8,2012,5,5.6,83.1,25.842473118279568
2012-06-01,38.2,8,53.0,26.3,2012,6,6.0,79.0,25.799305555555556
2012-07-01,35.4,17,130.8,25.3,2012,7,6.2,81.1,25.18494623655914
2012-08-01,31.0,12,119.0,25.4,2012,8,6.1,79.8,25.202016129032256
2012-09-01,35.8,10,107.6,25.3,2012,9,5.6,79.7,25.150555555555556
2012-10-01,22.6,13,122.2,25.2,2012,10,5.9,81.3,25.155779569892474
2012-11-01,49.2,22,208.2,24.7,2012,11,4.4,85.4,25.138472222222223
2012-12-01,78.8,22,363.4,24.4,2012,12,3.6,87.0,24.978494623655912
2013-01-01,73.0,15,262.0,24.6,2013,1,6.0,82.1,24.62849462365591
2013-02-01,95.2,22,395.2,24.3,2013,2,4.0,86.9,24.79285714285714
2013-03-01,29.6,10,85.8,25.6,2013,3,7.5,80.4,25.5497311827957
2013-04-01,41.6,19,159.4,25.3,2013,4,5.2,82.7,25.81625
2013-05-01,46.2,17,211.4,25.6,2013,5,5.4,83.1,25.848387096774193
2013-06-01,22.4,12,111.4,25.9,2013,6,6.4,74.6,25.30388888888889
2013-07-01,37.4,15,174.6,25.2,2013,7,5.7,79.9,25.04193548387097
2013-08-01,43.2,15,165.6,25.1,2013,8,6.1,79.0,25.04422043010753
2013-09-01,52.6,19,257.0,24.8,2013,9,4.6,81.3,25.012916666666666
2013-10-01,139.8,19,285.4,24.6,2013,10,6.3,79.9,24.95766129032258
2013-11-01,44.0,22,292.4,24.5,2013,11,4.5,84.6,25.066666666666666
2013-12-01,119.8,21,348.2,24.1,2013,12,3.5,85.8,24.609139784946237
2014-01-01,31.2,5,75.4,24.0,2014,1,5.3,78.5,23.391129032258064
2014-02-01,0.2,1,0.2,24.5,2014,2,8.8,74.5,23.708333333333332
2014-03-01,52.6,6,66.0,25.1,2014,3,8.0,76.0,24.54462365591398
2014-04-01,28.8,17,110.0,25.5,2014,4,5.7,80.0,25.461805555555557
2014-05-01,22.2,18,125.8,25.8,2014,5,5.8,80.2,25.811424731182797
2014-06-01,18.8,11,71.4,26.3,2014,6,6.0,77.5,25.880972222222223
2014-07-01,29.0,15,148.6,25.8,2014,7,5.5,78.3,25.704704301075267
2014-08-01,44.2,20,241.0,25.2,2014,8,4.5,79.7,24.933198924731183
2014-09-01,34.6,9,83.6,25.7,2014,9,7.0,75.6,25.079583333333332
2014-10-01,32.8,10,120.0,25.7,2014,10,6.0,77.0,25.170295698924733
2014-11-01,64.4,23,250.8,24.8,2014,11,5.4,82.4,25.094722222222224
2014-12-01,48.2,17,245.6,24.7,2014,12,3.7,82.6,24.71545698924731
2015-01-01,33.6,6,79.6,24.6,2015,1,7.4,77.6,23.8377688172043
2015-02-01,10.8,6,18.8,24.4,2015,2,7.3,75.4,23.633035714285715
2015-03-01,46.0,5,84.4,25.5,2015,3,7.3,75.8,24.765860215053763
2015-04-01,18.8,13,73.2,25.9,2015,4,7.2,77.1,25.373055555555553
2015-05-01,22.2,12,89.0,26.4,2015,5,5.8,78.9,25.795564516129033
2015-06-01,28.4,10,95.8,26.6,2015,6,6.7,75.8,25.58625
2015-07-01,45.8,13,116.8,26.7,2015,7,7.1,74.9,25.54422043010753
2015-08-01,63.2,11,185.8,26.0,2015,8,6.1,76.7,25.17755376344086
2015-09-01,18.4,8,61.6,26.5,2015,9,4.3,75.0,25.183611111111112
2015-10-01,28.6,9,87.2,26.1,2015,10,4.7,75.4,25.2127688172043
2015-11-01,25.8,13,72.6,25.5,2015,11,4.8,79.1,25.090416666666666
2015-12-01,40.4,19,302.3,25.0,2015,12,5.3,81.1,25.13037634408602
2016-01-01,39.6,15,126.6,26.0,2016,1,7.2,79.6,25.472580645161287
2016-02-01,71.8,10,186.0,25.6,2016,2,6.5,78.8,24.938505747126438
2016-03-01,2.4,6,6.2,26.6,2016,3,8.0,74.7,25.40456989247312
2016-04-01,18.2,14,89.8,26.7,2016,4,7.0,75.6,25.945277777777775
2016-05-01,54.8,12,193.8,26.5,2016,5,6.2,77.4,26.075806451612905
2016-06-01,67.8,13,162.8,26.1,2016,6,5.4,77.7,25.419166666666666
2016-07-01,59.4,20,168.6,25.8,2016,7,6.3,77.3,25.259543010752687
2016-08-01,30.6,15,139.2,26.2,2016,8,6.7,74.0,25.236155913978497
2016-09-01,34.0,15,118.9,25.1,2016,9,5.5,73.9,24.610138888888887
2016-10-01,75.4,16,181.0,25.2,2016,10,4.6,72.0,24.35282258064516
2016-11-01,65.6,20,290.2,24.9,2016,11,3.5,77.6,24.353194444444444
2016-12-01,73.0,23,292.6,24.7,2016,12,5.1,72.8,23.570833333333333
2017-01-01,60.6,21,197.6,24.7,2017,1,4.8,84.8,24.893010752688173
2017-02-01,31.0,15,158.4,24.7,2017,2,7.1,83.2,24.679464285714282
2017-03-01,30.2,11,136.2,24.9,2017,3,6.1,82.5,24.988440860215057
2017-04-01,42.8,21,208.6,25.0,2017,4,5.3,83.5,25.54638888888889
2017-05-01,44.8,15,190.0,25.9,2017,5,5.9,82.8,26.114650537634407
2017-06-01,29.6,10,106.0,25.9,2017,6,6.3,80.2,25.75847222222222
2017-07-01,30.2,9,79.6,26.0,2017,7,7.0,79.6,25.50577956989247
2017-08-01,29.4,18,84.2,25.9,2017,8,6.1,79.9,25.39059139784946
2017-09-01,20.2,19,124.4,25.4,2017,9,5.7,81.0,25.380555555555556
2017-10-01,31.2,18,120.8,25.3,2017,10,5.5,82.5,25.47970430107527
2017-11-01,45.2,24,268.6,24.6,2017,11,4.2,86.3,25.229999999999997
2017-12-01,69.8,23,371.2,24.6,2017,12,5.6,85.2,25.010080645161292
2018-01-01,45.8,25,287.0,24.0,2018,1,4.1,86.6,24.34543010752688
2018-02-01,13.0,5,14.8,24.8,2018,2,8.0,77.2,24.058630952380952
2018-03-01,15.2,10,44.6,25.4,2018,3,6.4,78.4,24.96532258064516
2018-04-01,14.0,14,61.2,25.8,2018,4,6.8,78.5,25.470000000000002
2018-05-01,47.4,19,132.2,26.2,2018,5,5.8,79.0,25.72244623655914
2018-06-01,46.8,17,182.6,25.6,2018,6,4.1,79.3,25.57097222222222
2018-07-01,32.4,10,143.2,26.0,2018,7,6.1,77.7,25.403091397849465
2018-08-01,34.6,11,121.6,26.1,2018,8,6.7,77.0,25.324596774193548
2018-09-01,45.0,13,144.4,25.3,2018,9,6.0,77.1,24.81625
2018-10-01,60.6,18,234.4,25.2,2018,10,6.1,79.7,25.083870967741937
2018-11-01,20.6,27,169.6,24.6,2018,11,3.8,83.2,25.04638888888889
2018-12-01,43.8,19,172.6,25.3,2018,12,5.1,81.5,25.06532258064516
2019-01-01,38.2,9,63.6,25.6,2019,1,7.1,75.6,24.605376344086025
2019-02-01,13.4,5,31.6,25.4,2019,2,9.2,74.1,24.58169642857143
2019-03-01,29.0,6,72.2,25.6,2019,3,8.3,72.3,24.7375
2019-04-01,52.4,9,174.8,25.9,2019,4,5.9,77.6,25.502777777777776
2019-05-01,17.2,13,69.0,26.5,2019,5,7.0,79.2,26.34193548387097
2019-06-01,37.6,16,173.8,26.1,2019,6,5.3,79.5,25.61277777777778
2019-07-01,6.6,8,12.2,26.9,2019,7,7.5,75.2,25.546505376344083
2019-08-01,3.8,6,11.8,27.1,2019,8,7.6,72.1,25.14758064516129
2019-09-01,16.4,4,22.8,26.6,2019,9,6.7,73.0,25.17666666666667
2019-10-01,92.2,15,176.8,25.3,2019,10,6.5,78.1,25.08306451612903
2019-11-01,73.4,15,137.4,25.4,2019,11,5.5,79.2,25.128194444444443
2019-12-01,74.2,14,421.5,24.6,2019,12,4.8,83.9,24.581317204301076
2020-01-01,38.0,6,88.4,25.2,2020,1,7.1,77.9,24.690725806451614
2020-02-01,23.8,8,65.0,25.3,2020,2,8.3,76.0,24.543390804597703
2020-03-01,47.4,8,108.8,25.9,2020,3,7.6,75.2,25.122580645161293
2020-04-01,51.8,12,188.0,26.0,2020,4,7.1,76.4,25.509722222222223
2020-05-01,53.8,16,255.6,26.1,2020,5,5.7,79.1,26.02405913978495
2020-06-01,41.0,21,233.8,25.5,2020,6,4.3,80.2,25.440416666666664
2020-07-01,30.4,22,140.8,25.5,2020,7,5.7,78.2,25.021639784946235
2020-08-01,34.6,12,103.4,25.9,2020,8,6.4,76.8,25.113844086021505
2020-09-01,32.8,18,150.2,24.9,2020,9,4.8,79.0,24.719305555555557
2020-10-01,19.0,16,78.8,25.6,2020,10,4.3,75.4,24.916263440860217
2020-11-01,64.2,19,220.6,25.0,2020,11,4.0,81.7,24.803055555555556
2020-12-01,58.2,20,253.2,24.5,2020,12,5.2,81.1,24.651612903225807
2021-01-01,210.6,17,692.8,23.8,2021,1,4.2,82.6,23.73333333333333
2021-02-01,0.6,2,1.0,24.8,2021,2,8.2,73.8,23.745386904761904
2021-03-01,38.0,14,182.4,25.0,2021,3,7.3,76.6,24.68938172043011
2021-04-01,83.8,14,290.4,25.3,2021,4,6.8,77.4,25.122500000000002
2021-05-01,49.8,13,245.8,26.0,2021,5,6.0,79.3,25.861424731182797
2021-06-01,23.8,20,93.4,25.6,2021,6,6.5,77.8,25.489305555555553
2021-07-01,75.0,12,195.8,26.2,2021,7,6.8,76.5,25.36922043010753
2021-08-01,71.4,24,293.6,24.8,2021,8,4.8,80.4,24.96317204301075
2021-09-01,63.4,14,205.4,25.6,2021,9,6.4,77.3,25.195833333333333
2021-10-01,59.6,14,177.0,25.8,2021,10,6.2,78.3,25.493682795698923
2021-11-01,47.8,23,312.4,24.8,2021,11,4.9,81.7,25.111944444444443
2021-12-01,46.8,15,119.6,25.4,2021,12,5.4,79.7,24.95604838709677
2022-01-01,50.0,9,99.8,24.9,2022,1,8.3,77.4,24.380913978494625
2022-02-01,29.6,16,175.0,24.8,2022,2,5.9,80.3,24.64985119047619
2022-03-01,36.2,21,163.2,25.1,2022,3,6.4,79.2,25.253225806451614
2022-04-01,58.8,18,239.6,25.1,2022,4,5.2,80.0,25.375416666666666
2022-05-01,44.6,12,102.0,26.2,2022,5,6.7,76.5,25.881317204301077
2022-06-01,59.4,17,211.8,25.3,2022,6,4.7,79.1,25.118055555555557
2022-07-01,27.8,16,145.2,25.8,2022,7,6.2,76.8,25.43911290322581
2022-08-01,32.4,15,141.4,25.8,2022,8,5.5,77.4,25.072311827956987
2022-09-01,38.2,14,121.0,25.4,2022,9,3.8,76.9,24.846527777777776
2022-10-01,38.8,27,279.0,24.7,2022,10,3.5,78.7,24.688575268817203
2022-11-01,53.0,26,313.8,24.4,2022,11,3.8,79.9,24.679305555555555
2022-12-01,37.0,19,215.4,24.5,2022,12,3.6,81.2,24.303763440860216
2023-01-01,72.0,22,302.6,24.5,2023,1,4.4,81.9,24.160887096774193
2023-02-01,154.8,13,324.4,24.5,2023,2,5.1,79.4,24.211160714285715
2023-03-01,90.2,12,243.4,24.6,2023,3,6.0,79.2,24.308198924731183
2023-04-01,85.8,19,222.8,25.8,2023,4,5.8,77.4,25.440138888888892
2023-05-01,34.6,11,112.8,26.7,2023,5,6.6,73.7,25.754435483870967
2023-06-01,51.6,15,228.4,26.1,2023,6,6.3,75.1,25.562638888888888
2023-07-01,51.4,14,158.0,26.5,2023,7,5.8,75.1,25.3002688172043
